MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:96629	Jak2	Janus kinase 2	19		positive regulation of epithelial cell apoptotic process			ISO	RGD:2939 	J:155856 	
MGI:99928	Jak3	Janus kinase 3	8		positive regulation of dendritic cell apoptotic process			IMP		J:123902 	
MGI:99928	Jak3	Janus kinase 3	8		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand			IMP		J:123902 	
MGI:1913096	Jmy	junction-mediating and regulatory protein	13		positive regulation of apoptotic process			IBA	PTN002762713 	J:265628 	
MGI:1913096	Jmy	junction-mediating and regulatory protein	13		positive regulation of apoptotic process			IDA		J:64939 	
MGI:96646	Jun	jun proto-oncogene	4		positive regulation of apoptotic process			ISO	RGD:2943 	J:155856 	
MGI:96646	Jun	jun proto-oncogene	4		positive regulation of apoptotic process			ISO	P05412 	J:164563 	
MGI:96646	Jun	jun proto-oncogene	4		positive regulation of neuron apoptotic process			ISO	RGD:2943 	J:155856 	
MGI:1921437	Katnb1	katanin p80 (WD40-containing) subunit B 1	8		positive regulation of cell death			ISO	RGD:1311256 	J:155856 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		positive regulation of cell death			ISO	RGD:621448 	J:155856 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		positive regulation of apoptotic process			ISO	Q12791 	J:164563 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		positive regulation of neuron apoptotic process			ISO	RGD:620715 	J:155856 	
MGI:2676610	Khdc1a	KH domain containing 1A	1		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002044901 	J:265628 	
MGI:2138477	Khdc1b	KH domain containing 1B	1		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002044901 	J:265628 	
MGI:2138477	Khdc1b	KH domain containing 1B	1		activation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:87073 	
MGI:3583007	Khdc1c	KH domain containing 1C	1		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002044901 	J:265628 	
MGI:2653368	Klf11	Kruppel-like factor 11	12		positive regulation of apoptotic process			ISO	O14901 	J:164563 	
MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	6		positive regulation of apoptotic process			ISO	RGD:3180 	J:155856 	
MGI:2138151	Kmo	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	1		positive regulation of neuron death			ISO	RGD:620610 	J:155856 	
MGI:1333883	Lats1	large tumor suppressor	10		positive regulation of apoptotic process			IBA	PTN002390470 	J:265628 	
MGI:1354386	Lats2	large tumor suppressor 2	14		positive regulation of apoptotic process			IBA	PTN002390470 	J:265628 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P06239 	J:164563 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		positive regulation of intrinsic apoptotic signaling pathway			ISO	P06239 	J:164563 	
MGI:104663	Lep	leptin	6		positive regulation of fat cell apoptotic process			ISO	RGD:3000 	J:155856 	
MGI:108429	Lpar1	lysophosphatidic acid receptor 1	4		positive regulation of apoptotic process			ISO	RGD:620563 	J:155856 	
MGI:108429	Lpar1	lysophosphatidic acid receptor 1	4		positive regulation of cell death			ISO	RGD:620563 	J:155856 	
MGI:96828	Lrp1	low density lipoprotein receptor-related protein 1	10		positive regulation of cell death			ISO	Q07954 	J:164563 	
MGI:1298218	Lrp6	low density lipoprotein receptor-related protein 6	6		positive regulation of apoptotic process	happens in frontal process ectoderm|happens in latero-nasal process ectoderm|happens in medial-nasal process ectoderm		IMP	MGI:4415718 	J:152320 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		positive regulation of programmed cell death			ISO	Q5S007 	J:164563 	
MGI:104797	Lta	lymphotoxin A	17		positive regulation of apoptotic process			ISO	RGD:3020 	J:155856 	
MGI:104875	Ltbr	lymphotoxin B receptor	6		positive regulation of extrinsic apoptotic signaling pathway			ISO	P36941 	J:164563 	
MGI:96840	Ltk	leukocyte tyrosine kinase	2		positive regulation of cardiac muscle cell apoptotic process			ISO	P29376 	J:164563 	
MGI:96892	Lyn	LYN proto-oncogene, Src family tyrosine kinase	4		positive regulation of dendritic cell apoptotic process			IBA	PTN002815164 	J:265628 	
MGI:96892	Lyn	LYN proto-oncogene, Src family tyrosine kinase	4		positive regulation of dendritic cell apoptotic process			IMP		J:113243 	
MGI:2385095	Lzts2	leucine zipper, putative tumor suppressor 2	19		positive regulation of cell death			ISO	RGD:1359249 	J:155856 	
MGI:1930187	Maged1	MAGE family member D1	X		positive regulation of apoptotic signaling pathway			IGI	MGI:1929608 	J:152660 	
MGI:1930187	Maged1	MAGE family member D1	X		positive regulation of apoptotic signaling pathway			IMP		J:149244 	
MGI:892970	Mal	myelin and lymphocyte protein, T cell differentiation protein	2		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors			IDA		J:113924 	
MGI:2445027	Malt1	MALT1 paracaspase	18		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9UDY8 	J:164563 	
MGI:1346869	Map2k4	mitogen-activated protein kinase kinase 4	11		positive regulation of apoptotic process			ISO	RGD:1307040 	J:155856 	
MGI:1346869	Map2k4	mitogen-activated protein kinase kinase 4	11		positive regulation of neuron apoptotic process			ISO	RGD:1307040 	J:155856 	
MGI:1346869	Map2k4	mitogen-activated protein kinase kinase 4	11		positive regulation of smooth muscle cell apoptotic process	happens in vascular associated smooth muscle cell,is a part of cell death in response to hydrogen peroxide		IDA		J:231249 	
MGI:1346870	Map2k6	mitogen-activated protein kinase kinase 6	11		positive regulation of apoptotic process			ISO	RGD:620666 	J:155856 	
MGI:1346871	Map2k7	mitogen-activated protein kinase kinase 7	8		positive regulation of neuron apoptotic process			ISO	RGD:1560043 	J:155856 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		positive regulation of apoptotic process			IDA		J:143783 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		positive regulation of apoptotic process			ISO	Q99683 	J:164563 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:1306565 	J:155856 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q99683 	J:164563 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		positive regulation of neuron death			IMP		J:218004 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		positive regulation of neuron death			ISO	Q99683 	J:164563 	
MGI:2449952	Map3k9	mitogen-activated protein kinase kinase kinase 9	12		positive regulation of apoptotic process			ISO	RGD:1562149 	J:155856 	
MGI:1346879	Map3k10	mitogen-activated protein kinase kinase kinase 10	7		positive regulation of apoptotic process			IBA	PTN002892803 	J:265628 	
MGI:1346879	Map3k10	mitogen-activated protein kinase kinase kinase 10	7		positive regulation of apoptotic process			ISO	RGD:1308381 	J:155856 	
MGI:1346880	Map3k11	mitogen-activated protein kinase kinase kinase 11	19		positive regulation of apoptotic process			IBA	PTN002892798 	J:265628 	
MGI:1346880	Map3k11	mitogen-activated protein kinase kinase kinase 11	19		positive regulation of apoptotic process			ISO	RGD:1359261 	J:155856 	
MGI:1346880	Map3k11	mitogen-activated protein kinase kinase kinase 11	19		positive regulation of neuron apoptotic process			ISO	RGD:1359261 	J:155856 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		positive regulation of apoptotic process			ISO	Q9NYL2 	J:164563 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		positive regulation of apoptotic process			IBA	PTN001171983 	J:265628 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		positive regulation of apoptotic signaling pathway	regulates a function/process that happens in fibroblast		IGI	MGI:1346862 	J:106899 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:621506 	J:155856 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		positive regulation of glial cell apoptotic process			ISO	RGD:621506 	J:155856 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		positive regulation of neuron apoptotic process			ISO	RGD:621506 	J:155856 	
MGI:1346862	Mapk9	mitogen-activated protein kinase 9	11		positive regulation of apoptotic process			ISO	RGD:628847 	J:155856 	
MGI:1346862	Mapk9	mitogen-activated protein kinase 9	11		positive regulation of apoptotic signaling pathway	regulates a function/process that happens in fibroblast		IGI	MGI:1346861 	J:106899 	
MGI:1346862	Mapk9	mitogen-activated protein kinase 9	11		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	RGD:628847 	J:155856 	
MGI:97180	Mapt	microtubule-associated protein tau	11		positive regulation of neuron death			ISO	P10636 	J:164563 	
MGI:101769	Mcl1	myeloid cell leukemia sequence 1	3		positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	happens in primary neuron,happens in brain		IMP		J:204747 	
MGI:101769	Mcl1	myeloid cell leukemia sequence 1	3		positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway			ISO	Q07820 	J:164563 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		positive regulation of macrophage apoptotic process			IMP		J:175177 	
MGI:106924	Melk	maternal embryonic leucine zipper kinase	4		positive regulation of apoptotic process			IDA		J:143783 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		positive regulation of apoptotic process	regulates a function/process that happens in fibroblast		IDA		J:88866 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		positive regulation of apoptotic process	regulates a function/process that happens in fibroblast		IGI	MGI:1097161 MGI:99702 	J:88866 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	regulates a function/process that happens in fibroblast,regulates Casp8		IDA		J:88866 	
MGI:1922984	Mff	mitochondrial fission factor	1		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:1310230 	J:155856 	
MGI:2442230	Mfn2	mitofusin 2	4		positive regulation of vascular associated smooth muscle cell apoptotic process			ISO	O95140 	J:164563 	
MGI:1929671	Mllt11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	3		positive regulation of apoptotic process			ISO	Q13015 	J:164563 	
MGI:1929671	Mllt11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	3		positive regulation of release of cytochrome c from mitochondria			IBA	PTN002692749 	J:265628 	
MGI:1929671	Mllt11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	3		positive regulation of release of cytochrome c from mitochondria			ISO	Q13015 	J:164563 	
MGI:97009	Mmp2	matrix metallopeptidase 2	8		positive regulation of apoptotic process			ISO	RGD:621316 	J:155856 	
MGI:97010	Mmp3	matrix metallopeptidase 3	9		positive regulation of oxidative stress-induced cell death			IMP		J:211455 	
MGI:97011	Mmp9	matrix metallopeptidase 9	2		positive regulation of apoptotic process	happens in metatarsal bone,regulates a function/process that happens in hypertrophic chondrocyte		IMP	MGI:1932294 	J:100747 	
MGI:97011	Mmp9	matrix metallopeptidase 9	2		positive regulation of release of cytochrome c from mitochondria			ISO	P14780 	J:164563 	
MGI:1915555	Moap1	modulator of apoptosis 1	12		positive regulation of apoptotic process			ISO	Q96BY2 	J:164563 	
MGI:1915555	Moap1	modulator of apoptosis 1	12		positive regulation of release of cytochrome c from mitochondria			ISO	Q96BY2 	J:164563 	
MGI:97168	Msx1	msh homeobox 1	5		positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator			ISO	P28360 	J:164563 	
MGI:97168	Msx1	msh homeobox 1	5		positive regulation of mesenchymal cell apoptotic process	regulates a function/process that happens in hindlimb bud mesenchyme,regulates a function/process that happens in mesenchymal stem cell		IGI	MGI:97169 MGI:98297 	J:150759 	
MGI:97169	Msx2	msh homeobox 2	13		positive regulation of apoptotic process			ISO	RGD:3116 	J:155856 	
MGI:97169	Msx2	msh homeobox 2	13		positive regulation of cell death			ISO	RGD:3116 	J:155856 	
MGI:97169	Msx2	msh homeobox 2	13		positive regulation of mesenchymal cell apoptotic process	regulates a function/process that happens in hindlimb bud mesenchyme,regulates a function/process that happens in mesenchymal stem cell		IGI	MGI:97168 MGI:98297 	J:150759 	
MGI:97173	Mt3	metallothionein 3	8		positive regulation of cell death	happens in astrocyte		IMP		J:168048 	
MGI:102503	mt-Co2	mitochondrially encoded cytochrome c oxidase II	MT		positive regulation of necrotic cell death			ISO	RGD:621872 	J:155856 	
MGI:1929261	Mtch1	mitochondrial carrier 1	17		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9NZJ7 	J:164563 	
MGI:1929261	Mtch1	mitochondrial carrier 1	17		positive regulation of apoptotic process			IBA	PTN001324730 	J:265628 	
MGI:1929260	Mtch2	mitochondrial carrier 2	2		positive regulation of apoptotic process			IBA	PTN001324730 	J:265628 	
MGI:1929260	Mtch2	mitochondrial carrier 2	2		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	happens in hematopoietic stem cell		IMP	MGI:2449949 MGI:5566664 	J:224442 	
MGI:1929260	Mtch2	mitochondrial carrier 2	2		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage	happens in hematopoietic stem cell		IMP	MGI:2449949 MGI:5566664 	J:224442 	
MGI:1928394	Mtor	mechanistic target of rapamycin kinase	4		positive regulation of cell death			ISO	RGD:68371 	J:155856 	
MGI:1928394	Mtor	mechanistic target of rapamycin kinase	4		positive regulation of neuron death			ISO	RGD:68371 	J:155856 	
MGI:1339364	Muc2	mucin 2	7		positive regulation of apoptotic process			IMP	MGI:2183923 	J:75047 	
MGI:1915600	Mul1	mitochondrial ubiquitin ligase activator of NFKB 1	4		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q969V5 	J:164563 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		positive regulation of neuron apoptotic process	happens in cranial ganglion,regulates a function/process that happens in motor neuron		IMP	MGI:1929066 	J:70506 	
MGI:106181	Mybbp1a	MYB binding protein (P160) 1a	11		positive regulation of anoikis			ISO	Q9BQG0 	J:164563 	
MGI:101785	Mybl2	myeloblastosis oncogene-like 2	2		positive regulation of neuron apoptotic process			ISO	RGD:1308474 	J:155856 	
MGI:97250	Myc	myelocytomatosis oncogene	15		activation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:86000 	
MGI:97250	Myc	myelocytomatosis oncogene	15		canonical Wnt signaling pathway involved in positive regulation of apoptotic process			IGI	MGI:88039 	J:121434 	
MGI:97250	Myc	myelocytomatosis oncogene	15		positive regulation of apoptotic signaling pathway			IDA		J:86000 	
MGI:97250	Myc	myelocytomatosis oncogene	15		positive regulation of apoptotic signaling pathway			IMP	MGI:2447604 	J:86000 	
MGI:97250	Myc	myelocytomatosis oncogene	15		positive regulation of B cell apoptotic process	regulates a function/process that happens in B cell		IGI	MGI:99702 	J:72281 	
MGI:97250	Myc	myelocytomatosis oncogene	15		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P01106 	J:164563 	
MGI:97357	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	12		positive regulation of cell death			IMP		J:135130 	
MGI:1915241	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	2		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage			ISO	Q96BF6 	J:164563 	
MGI:97284	Ncf2	neutrophil cytosolic factor 2	1		positive regulation of neuron apoptotic process			ISO	RGD:1309424 	J:155856 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IGI	O55033 	J:217282 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	P16333 	J:164563 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IGI	Q99M51 	J:217282 	
MGI:1276523	Ncoa1	nuclear receptor coactivator 1	12		positive regulation of apoptotic process			IMP		J:178277 	
MGI:1914434	Ndufa13	NADH:ubiquinone oxidoreductase subunit A13	8		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9P0J0 	J:164563 	
MGI:2443902	Nell1	NEL-like 1	7		positive regulation of apoptotic process			ISO	RGD:620998 	J:155856 	
MGI:1927138	Net1	neuroepithelial cell transforming gene 1	13		positive regulation of apoptotic process			ISO	Q7Z628 	J:164563 	
MGI:1334263	Neurl1a	neuralized E3 ubiquitin protein ligase 1A	19		positive regulation of apoptotic process			ISO	O76050 	J:164563 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		positive regulation of apoptotic process			IDA		J:172919 	
MGI:97306	Nf1	neurofibromin 1	11		positive regulation of apoptotic process	happens in bone marrow,regulates a function/process that happens in mast cell		IGI	MGI:96974 MGI:97583 MGI:99255 	J:89131 	
MGI:97306	Nf1	neurofibromin 1	11		positive regulation of apoptotic process	happens in telencephalon,regulates a function/process that happens in neuroblast (sensu Vertebrata)|happens in central nervous system,regulates a function/process that happens in neuroblast (sensu Vertebrata)		IMP	MGI:1857444 	J:98766 	
MGI:97306	Nf1	neurofibromin 1	11		positive regulation of apoptotic process	regulates a function/process that happens in osteoclast		IMP	MGI:1857478 	J:114609 	
MGI:97306	Nf1	neurofibromin 1	11		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	regulates a function/process that happens in bone marrow,regulates a function/process that happens in mast cell		IMP	MGI:1857478 	J:89131 	
MGI:97306	Nf1	neurofibromin 1	11		positive regulation of neuron apoptotic process	happens in dorsal root ganglion,regulates a function/process that happens in neuron neural crest derived|happens in trigeminal ganglion,regulates a function/process that happens in neuron neural crest derived|happens in vagus ganglion,regulates a function/process that happens in neuron neural crest derived		IGI	MGI:96224 MGI:96680 	J:63722 	
MGI:97306	Nf1	neurofibromin 1	11		positive regulation of neuron apoptotic process	happens in dorsal root ganglion,regulates a function/process that happens in neuron|happens in trigeminal ganglion,regulates a function/process that happens in neuron|happens in vagus ganglion,regulates a function/process that happens in neuron|happens in cervical ganglion,regulates a function/process that happens in neuron		IMP	MGI:1857444 	J:68952 	
MGI:97306	Nf1	neurofibromin 1	11		positive regulation of neuron apoptotic process	happens in dorsal root ganglion,regulates a function/process that happens in neuron		IMP	MGI:2176055 MGI:2176057 	J:68558 	
MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	14		positive regulation of apoptotic process	happens in cochlear nucleus,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP		J:133209 	
MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	14		positive regulation of apoptotic signaling pathway			IMP		J:163720 	
MGI:3041243	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	7		positive regulation of thymocyte apoptotic process	regulates a function/process that happens in thymocyte		IDA		J:75807 	
MGI:97321	Ngf	nerve growth factor	3		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P01138 	J:164563 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P08138 	J:164563 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		positive regulation of apoptotic process			ISO	RGD:3177 	J:155856 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		positive regulation of apoptotic signaling pathway			IDA		J:62753 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		positive regulation of neuron death			ISO	RGD:3177 	J:155856 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q99801 	J:164563 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		positive regulation of apoptotic signaling pathway			ISO	Q99801 	J:164563 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		positive regulation of cell death			ISO	Q99801 	J:164563 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q99801 	J:164563 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		positive regulation of intrinsic apoptotic signaling pathway			ISO	Q99801 	J:164563 	
MGI:3036243	Nlrc4	NLR family, CARD domain containing 4	17		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9NPP4 	J:164563 	
MGI:3036243	Nlrc4	NLR family, CARD domain containing 4	17		positive regulation of apoptotic process			ISO	Q9NPP4 	J:164563 	
MGI:2684861	Nlrp1a	NLR family, pyrin domain containing 1A	11		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002931183 	J:265628 	
MGI:2684861	Nlrp1a	NLR family, pyrin domain containing 1A	11		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002931183 	J:265628 	
MGI:3582959	Nlrp1b	NLR family, pyrin domain containing 1B	11		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002931183 	J:265628 	
MGI:3582959	Nlrp1b	NLR family, pyrin domain containing 1B	11		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9C000 	J:164563 	
MGI:3582959	Nlrp1b	NLR family, pyrin domain containing 1B	11		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002931183 	J:265628 	
MGI:3041206	Nlrp2	NLR family, pyrin domain containing 2	7		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9NX02 	J:164563 	
MGI:2653833	Nlrp3	NLR family, pyrin domain containing 3	11		activation of cysteine-type endopeptidase activity involved in apoptotic process			IMP	MGI:3686871 	J:117613 	
MGI:2653833	Nlrp3	NLR family, pyrin domain containing 3	11		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN000648032 	J:265628 	
MGI:2653833	Nlrp3	NLR family, pyrin domain containing 3	11		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q96P20 	J:164563 	
MGI:1341839	Nod1	nucleotide-binding oligomerization domain containing 1	6		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9Y239 	J:73065 	
MGI:1341839	Nod1	nucleotide-binding oligomerization domain containing 1	6		positive regulation of cell death			ISO	RGD:1562269 	J:155856 	
MGI:1341839	Nod1	nucleotide-binding oligomerization domain containing 1	6		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9Y239 	J:73065 	
MGI:97359	Nodal	nodal	10		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q96S42 	J:164563 	
MGI:97360	Nos1	nitric oxide synthase 1, neuronal	5		positive regulation of neuron death			ISO	RGD:3184 	J:155856 	
MGI:97362	Nos3	nitric oxide synthase 3, endothelial cell	5		positive regulation of apoptotic process			ISO	RGD:3186 	J:155856 	
MGI:97363	Notch1	notch 1	2		positive regulation of apoptotic process	happens in telencephalon,regulates a function/process that happens in neuroblast (sensu Vertebrata)		IDA		J:90392 	
MGI:97363	Notch1	notch 1	2		positive regulation of apoptotic process	happens in hand|happens in foot		IGI	MGI:97364 	J:103603 	
MGI:97363	Notch1	notch 1	2		positive regulation of apoptotic process involved in morphogenesis	results in the morphogenesis of aortic valve,is a part of aortic valve morphogenesis,positively regulates endothelial cell apoptotic process		IDA		J:261826 	
MGI:97363	Notch1	notch 1	2		positive regulation of apoptotic process involved in morphogenesis	results in the morphogenesis of pulmonary valve,is a part of pulmonary valve morphogenesis,positively regulates endothelial cell apoptotic process		IDA		J:261826 	
MGI:97364	Notch2	notch 2	3		positive regulation of apoptotic process	happens in hand|happens in foot		IGI	MGI:97363 	J:103603 	
MGI:2450016	Nox1	NADPH oxidase 1	X		positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	regulates a function/process that happens in lung		IMP	MGI:3616995 	J:167959 	
MGI:1354184	Nox4	NADPH oxidase 4	7		positive regulation of apoptotic process			ISO	RGD:620600 	J:155856 	
MGI:103187	Nqo1	NAD(P)H dehydrogenase, quinone 1	8		positive regulation of neuron apoptotic process			ISO	RGD:2503 	J:155856 	
MGI:104513	Nqo2	N-ribosyldihydronicotinamide quinone reductase 2	13		positive regulation of neuron apoptotic process			ISO	RGD:1303320 	J:155856 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		positive regulation of neuron apoptotic process	happens in dentate gyrus		IGI	MGI:99702 	J:61471 	
MGI:1352454	Nr4a1	nuclear receptor subfamily 4, group A, member 1	15		positive regulation of apoptotic process			IDA		J:87073 	
MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	4		positive regulation of leukocyte apoptotic process	regulates a function/process that happens in dendritic cell		IMP		J:147174 	
MGI:1914419	Nradd	neurotrophin receptor associated death domain	9		positive regulation of cell death			ISO	RGD:708524 	J:155856 	
MGI:1341864	Nsmaf	neutral sphingomyelinase (N-SMase) activation associated factor	4		positive regulation of apoptotic process			ISO	RGD:727868 	J:155856 	
MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	3		positive regulation of programmed cell death			ISO	RGD:620144 	J:155856 	
MGI:97385	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	7		positive regulation of apoptotic process			IDA		J:201759 	
MGI:97386	Ntsr1	neurotensin receptor 1	2		positive regulation of apoptotic process			ISO	RGD:1306076 	J:155856 	
MGI:1891834	Nupr1	nuclear protein transcription regulator 1	7		positive regulation of apoptotic process	regulates a function/process that happens in fibroblast		IMP	MGI:3784016 	J:133728 	
MGI:1891834	Nupr1	nuclear protein transcription regulator 1	7		positive regulation of intrinsic apoptotic signaling pathway			ISO	O60356 	J:164563 	
MGI:1860437	Olfm1	olfactomedin 1	2		positive regulation of apoptotic process			ISO	Q99784 	J:164563 	
MGI:1914263	Oma1	OMA1 zinc metallopeptidase	4		positive regulation of apoptotic process			ISO	Q96E52 	J:164563 	
MGI:1918898	Optn	optineurin	2		positive regulation of neuron apoptotic process			ISO	RGD:628886 	J:155856 	
MGI:1919089	Osgin1	oxidative stress induced growth inhibitor 1	8		positive regulation of apoptotic process			IEA	IPR029724 	J:72247 	
MGI:104749	Osm	oncostatin M	11		positive regulation of apoptotic signaling pathway			IDA		J:88684 	
MGI:1098235	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1	11		activation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:110330 	
MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	5		positive regulation of apoptotic process	regulates a function/process that happens in immature alpha-beta T cell		IMP		J:110330 	
MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	5		positive regulation of apoptotic process	happens in metanephros		IMP	MGI:2386080 	J:136485 	
MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	5		positive regulation of lymphocyte apoptotic process	regulates a function/process that happens in lymphocyte		IMP	MGI:2386080 	J:129413 	
MGI:1339984	Pak2	p21 (RAC1) activated kinase 2	16		positive regulation of extrinsic apoptotic signaling pathway			ISO	Q13177 	J:164563 	
MGI:1339656	Pak3	p21 (RAC1) activated kinase 3	X		positive regulation of neuron apoptotic process			ISO	RGD:3251 	J:155856 	
MGI:2135637	Park7	Parkinson disease (autosomal recessive, early onset) 7	4		positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway			IMP		J:204791 	
